Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Value new (USD),Value used (USD),Launch date,Exit date
7857-1,Trains,4.5/12V,1980,"Crossing, Electric Rails Grey 12V",,5,,,,,,,,,,,16.48,7.44,,
8600-1,Bionicle,Accessories,2003,Krana-Kal Bag,,5,1.49,,,,,,,,,,68.81,,,
5068-1,Service Packs,Trains,1987,Locomotive Base Plate with Couplings (Motor Frame),,5,,,,,,,,,,,22.06,,,
5853-1,Belville,,1997,Lucinda and Cressida,1,5,,,,,,,,,,,16.51,13.39,,
756-1,Trains,Supplemental / 12V,1974,Electric Crossing,,5,,,,,,,,,,,,4.43,,
2853944-1,Universe,,2010,Nexus Astronaut,1,5,,,,,,6.73419E+11,,,,,14.31,6.99,,
2856197-1,Star Wars,Minifig Pack,2011,Shadow ARF Trooper,1,5,0,0,,,,6.73419E+11,,,,,294.2,141.92,,
SDCC2011-1,Harry Potter,General,2011,Voldemort Minifigure,,5,,0,,,,,,,,,,,,
2028-2,Primo,,1998,Try-Me-Set with Bee,,5,,,,,,,,,,,,,,
912289-1,Star Wars,Magazine Gift,2022,Princess Leia,1,5,,,,,,,,,,,6.82,6.44,,
912174-1,Star Wars,Magazine Gift,2021,Sith Trooper,1,5,,,,,,,,,,,5.19,,,
912179-1,Star Wars,Magazine Gift,2021,Snowtrooper,1,5,,,,,,,,,,,4.27,,,
71029-5,Collectable Minifigures,Series 21,2021,Pug Costume Guy,1,5,3.49,4.99,,3.99,5.70202E+12,6.73419E+11,9.5,15,0.7,,4.8,3.1,1/1/2021,30/04/2021
71021-14,Collectable Minifigures,Series 18,2018,Flower Pot Girl,1,5,,3.99,,,,,12,9,0.2,,5.04,3.71,1/4/2018,31/07/2018
271826-1,Nexo Knights,Magazine Gift,2018,Fred,1,5,,,,,,,,,,,2.78,6.2,,
71021-3,Collectable Minifigures,Series 18,2018,Brick Suit Girl,1,5,,3.99,,,,,12,9,0.2,,4.69,3.04,1/4/2018,31/07/2018
5005233-1,Promotional,Minifigure,2018,Hamleys Royal Guard,1,5,,,,,,6.73419E+11,,,,,9.34,7.42,,
891731-1,Ninjago,Magazine Gift,2017,Zane,1,5,,,,,,,,,,,9.39,2.03,,
891945-1,Ninjago,Magazine Gift,2019,Young Wu,1,5,,,,,,,,,,,3.68,2.62,,
71004-3,Collectable Minifigures,The LEGO Movie,2014,Hard Hat Emmet,1,5,2.5,2.99,,,,,8.8,1,11.7,,5.36,3.29,1/1/2014,31/12/2014
10501-1,Duplo,Zoo,2013,Zoo Friends,,5,3.99,4.99,5.99,,5.70201E+12,6.73419E+11,,,,,9,5.25,,
71009-6,Collectable Minifigures,The Simpsons Series 2,2015,Fallout Boy Milhouse,1,5,2.49,3.99,,,,,11.9888,8.9916,0.2032,0,3.92,3.05,1/5/2015,31/08/2015
71009-1,Collectable Minifigures,The Simpsons Series 2,2015,Date Night Homer,1,5,2.49,3.99,,,5.70202E+12,6.73419E+11,11.9888,8.9916,0.2032,0,3.14,2.73,1/5/2015,31/08/2015
71009-12,Collectable Minifigures,The Simpsons Series 2,2015,Patty,1,5,2.49,3.99,,,,,11.9888,8.9916,0.2032,0,4.99,3.6,1/5/2015,31/08/2015
30605-1,Star Wars,The Force Awakens,2016,Finn (FN-2187),1,5,,,,,5.70202E+12,6.73419E+11,,,,,7.96,14,,
1215-2,System,Supplemental,1955,2 x 8 & 2 x 10 Bricks,,5,,,,,,,,,,,,,,
242-2,System,Supplemental,1958,5 Danish Flags,,5,,,,,,,,,,,,,,
235-2,System,Supplemental,1968,Garage Plate and Door (Gray Base and Door Frame),,5,,,,,,,,,,,14.41,12.4,,
71011-14,Collectable Minifigures,Series 15,2016,Wrestling Champion,1,5,2.49,3.99,,,,6.73419E+11,11.9888,8.9916,0.2032,0.00908,2.9,2.44,1/1/2016,30/04/2016
1227-2,System,Supplemental,1956,4 x 8 & 2 x 8 Plates,,5,,,,,,,,,,,,,,
NYCC2016-1,DC Super Hero Girls,Promotional,2016,Batgirl,,5,,,,,,,,,,,,,,
71017-17,Collectable Minifigures,The LEGO Batman Movie,2017,March Harriet,1,5,2.99,3.99,,,,,11.9888,8.9916,0.2032,0.00907184,4.04,2.73,1/1/2017,30/04/2017
71019-10,Collectable Minifigures,The LEGO Ninjago Movie,2017,Zane,1,5,,3.99,,,,,12,9,0.2,,3.83,2.6,1/8/2017,31/12/2017
ISBN9781409347385-1,Books,Dorling Kindersley,2014,LEGO Star Wars: The Dark Side,1,5,,16.99,17.99,,,,,,,,,,,
217-2,System,Supplemental,1958,4 x 4 Corner Bricks,,5,,,,,,,6.3,8.9,2.5,,,12.7,,
242-1,System,Supplemental,1958,International Flags,,5,,,,,,,,,,,,84.6,,
SDCC2015-4,Marvel Super Heroes,Promotional,2015,All New Captain America (Sam Wilson),1,5,,,,,,,,,,,,,,
71004-9,Collectable Minifigures,The LEGO Movie,2014,Gail the Construction Worker,1,5,2.5,2.99,,,,,8.8,1,11.7,,6.57,4.53,1/1/2014,31/12/2014
71005-12,Collectable Minifigures,The Simpsons,2014,Nelson Muntz,1,5,2.5,3.99,,,,,8.8,1,11.7,,7.17,5.41,1/5/2014,31/12/2014
2402-1,Duplo,,1983,Police Car,1,5,,,,,,,,,,,,,,
71002-6,Collectable Minifigures,Series 11,2013,Gingerbread Man,1,5,1.99,2.99,,,5.70201E+12,6.73419E+11,8.8,1,11.7,,12.61,8.18,1/9/2013,31/12/2013
71012-17,Collectable Minifigures,Disney,2016,Ursula,1,5,2.49,3.99,3.99,2.99,,6.73419E+11,12.0142,8.9916,0.2032,0.01362,7.96,6.53,1/5/2016,31/08/2016
71012-4,Collectable Minifigures,Disney,2016,Aladdin,1,5,2.49,3.99,,,,6.73419E+11,12.0142,8.9916,0.2032,0.01362,10.72,7.56,1/5/2016,31/08/2016
1242-2,System,Supplemental,1957,International Flags,,5,,,,,,,,,,,,,,
402-2,System,Supplemental,1964,White Turntables,,5,,,,,,,,,,,,21.47,,
71011-10,Collectable Minifigures,Series 15,2016,Ballerina,1,5,2.49,3.99,,,,6.73419E+11,11.9888,8.9916,0.2032,0.00908,4.78,3.94,1/1/2016,30/04/2016
1139-1,Service Packs,Trains,1981,Motor-Mount Plate with Magnetic Couplers,,5,,,,,,,,,,,14,,,
71018-2,Collectable Minifigures,Series 17,2017,Circus Strong Man,1,5,,3.99,,,,,11.9888,8.9916,0.2032,0.00907184,3.01,2.24,1/5/2017,31/07/2017
911721-1,Star Wars,Magazine Gift,2017,Imperial Combat Driver,1,5,,,,,,,,,,,11.04,4.07,,
40267-1,Duplo,,2017,Find A Pair Pack,1,5,,,,,5.70202E+12,6.7342E+11,,,,,1.84,,,
71024-7,Collectable Minifigures,Disney Series 2,2019,Chip,1,5,2.99,3.99,,3.99,5.70202E+12,6.73419E+11,,,,,3.53,2.66,,
71024-12,Collectable Minifigures,Disney Series 2,2019,Jasmine,1,5,2.99,3.99,,3.99,5.70202E+12,6.73419E+11,,,,,4.11,3.4,,
71029-11,Collectable Minifigures,Series 21,2021,Alien,1,5,3.49,4.99,,3.99,5.70202E+12,6.73419E+11,9.5,15,0.7,,3.73,2.94,1/1/2021,30/04/2021
7493-1,Explore,Little Robots,2004,{Sporty with Barbell},1,5,,,,,,,,,,,,,,
7918-1,Sports,Basketball,2004,"Basketball Player, Green",,5,,,,,,,,,,,5,1,,
7322-1,Space,Life On Mars,2001,Altair,1,5,,,,,,,,,,,15.04,7.56,,
8508-1,Technic,Slizer,1999,Supplementary Discs,,5,,2,,,,,,,,,13.94,2.24,,
5196-1,Service Packs,Town,1989,"Crane, Crane Hooks and Ladders",,5,,,,,,,,,,,5.42,,,
5095-1,Service Packs,Duplo,1989,Duplo Fences,,5,,,,,,,,,,,4.27,,,
5454-1,Baby,,2004,Stack & Learn Giraffe,,5,7.99,10,,,,,,,,,37.82,10.68,,
3603-1,Fabuland,,1981,Boris Bulldog and Mailbox,1,5,,,,,,,,,,,,4.2,,
5033-1,Service Packs,,1987,Light and Sound 1 x 4 Lighting Brick and 4 Colour Globes,,5,,5.5,,,,,,,,,16.09,1.28,,
3928-1,Promotional,Minifigure,2002,Sandy Moondust Astrobot Minifigure,1,5,,,,,,,,,,,72,,,
4456-1,Sports,Football,2002,Doctor,1,5,,,,,,,,,,,6.99,6.99,,
10113-1,Bulk Bricks,,2001,Cypress Tree,,5,,5,,,,,,,,,131.03,,,
COMCON004-1,Star Wars,Promotional,2009,Collectable Display Set 1,3,5,,49.99,,,,,,,,,495.95,300,,
8803-8,Collectable Minifigures,Series 3,2011,Mummy,1,5,1.99,2.99,2.99,,,,8.8,1,11.7,,6.67,4.29,1/1/2011,31/05/2011
BOBAFETT1-1,Star Wars,Promotional,2010,White Boba Fett minifig and Star Wars book,,5,,,,,,,,,,,,,,
2853835-1,Star Wars,Minifig Pack,2010,White Boba Fett Figure,1,5,,,,,,6.73419E+11,,,,,,,,
30088-1,Ninjago,Promotional,2012,Rattla,1,5,,,,,5.70201E+12,,,,,,13.19,3.6,,
5000245-1,Friends,Promotional,2012,Stephanie,1,5,,4.99,,,,6.73419E+11,,,,,4.5,,,
5999-1,Castle,Knights' Kingdom II,2005,Jayko,1,5,,,,,,6.73419E+11,,,,0.01,11.45,12,,
COMCON009-1,Star Wars,Promotional,2009,Collectable Display Set 6,3,5,,49.99,,,,,,,,,840.96,115,,
HPSDCC1-1,Harry Potter,General,2011,Harry Potter Minifigure,,5,,0,,,,,,,,,,,,
8833-11,Collectable Minifigures,Series 8,2012,Vampire Bat,1,5,1.99,2.99,,,,,8.8,1,11.7,,7.97,4.68,1/9/2012,31/12/2012
754-1,Trains,Supplemental / 12V,1969,Automatic Left Electric Switch,,5,,,,,,,,,,,,39.99,,
7178-1,Make and Create,,2007,Chef,1,5,,,,,5.70201E+12,,,,,,5.78,2.91,,
2807-1,Duplo,,1999,Big Wheeler,1,5,,10,,,,,,,,,40.13,7.08,,
3719-1,Fabuland,,1987,Bus Stop with Maximilian Mouse,1,5,,,,,,,,,,,66.79,10.49,,
3237-1,Baby,,2001,Stacking Tower,,5,6.99,,,,,,,,,,19.06,9.08,,
3324-1,Town,Football,1998,World Footballer and Ball,1,5,,,,,,,,,,,8.99,,,
3381-1,Adventurers,Orient Expedition,2003,Sam Sinister,1,5,,,,,,,,,,,34.99,23.4,,
5091-1,Service Packs,Duplo,1996,"Duplo Family, Hispanic",6,5,,12,,,,,,,,,,50,,
5425-1,Explore,Being Me,2002,Soft Stacking Hen,,5,12.99,10,,,,,,,,,,,,
71020-17,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,General Zod,1,5,,3.99,,,,,12,9,0.2,,4.9,3.45,1/1/2018,31/03/2018
ISBN9780241320037-1,Books,Dorling Kindersley,2018,LEGO DC Super Heroes: Visual Dictionary,1,5,,,,,,,,,,,,,,
5005250-1,Promotional,Minifigure,2018,Party Banana Juice Bar,1,5,,,,,,6.73419E+11,,,,,7.66,7.33,,
911951-1,Star Wars,Magazine Gift,2019,First Order Stormtrooper ,1,5,,,,,,,,,,,4.69,,,
211905-1,DC Comics Super Heroes,Magazine Gift,2019,Joker,1,5,,,,,,,,,,,3.7,,,
891952-1,Ninjago,Magazine Gift,2019,Blizzard Samurai,1,5,,,,,,,,,,,3.42,3.96,,
891949-1,Ninjago,Magazine Gift,2019,Lloyd,1,5,,,,,,,,,,,3.31,2.63,,
892061-1,Ninjago,Magazine Gift,2020,Ice Emperor,1,5,,,,,,,,,,,5.35,4.15,,
1213-1,Service Packs,,1982,Space Radar Disks,,5,,,,,,,,,,,17.05,,,
912062-1,Star Wars,Magazine Gift,2020,Stormtrooper,1,5,,,,,,,,,,,6.68,,,
892286-1,Ninjago,Magazine Gift,2022,Lloyd,1,5,,,,,,,,,,,3.7,,,
71010-9,Collectable Minifigures,Series 14 - Monsters,2015,Tiger Woman,1,5,2.49,3.99,,,,,12,9,0.2,,4.67,3.83,1/9/2015,31/12/2015
SDCC2015-5,DC Comics Super Heroes,Promotional Exclusive Minifigure,2015,Arsenal,1,5,,,,,,,,,,,,,,
1228-2,System,Supplemental,1956,4 x 8 Curved & 2 x 8 Plates,,5,,,,,,,,,,,,,,
064-1,Samsonite,Supplemental,1969,5 - 10X20 base plates - White / Blue,,5,,,,,,,16.5,4.9,7.9,,,,,
1216-2,System,Supplemental,1955,4 x 4 Corner Bricks,,5,,,,,,,,,,,,,,
242I-1,System,Supplemental,1958,International Flags,,5,,,,,,,,,,,,,,
242A-1,System,Supplemental,1961,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",,5,,,,,,,,,,,,18.34,,
71017-15,Collectable Minifigures,The LEGO Batman Movie,2017,Zodiac Master,1,5,2.99,3.99,,,,,11.9888,8.9916,0.2032,0.00907184,2.64,1.89,1/1/2017,30/04/2017
71019-8,Collectable Minifigures,The LEGO Ninjago Movie,2017,Cole,1,5,,3.99,,,,,12,9,0.2,,3.6,2.39,1/8/2017,31/12/2017
71012-13,Collectable Minifigures,Disney,2016,Mr. Incredible,1,5,2.49,3.99,,,,6.73419E+11,12.0142,8.9916,0.2032,0.01362,3.36,3,1/5/2016,31/08/2016
902-1,System,Supplemental,1969,5 Turntables,,5,,,,,,,,,,,10.91,,,
71005-8,Collectable Minifigures,The Simpsons,2014,Krusty the Clown,1,5,2.5,3.99,,,,,8.8,1,11.7,,5.47,4.31,1/5/2014,31/12/2014
71004-11,Collectable Minifigures,The LEGO Movie,2014,Velma Staplebot,1,5,2.5,2.99,,,,,8.8,1,11.7,,6.49,5.22,1/1/2014,31/12/2014
5001709-1,Star Wars,Episode II,2013,Clone Trooper Lieutenant,1,5,,,,,,6.73419E+11,,,,,32.31,40,,
ISBN9780756698126-1,Books,Dorling Kindersley,2012,LEGO NINJAGO: Character Encyclopedia,1,5,14.99,18.99,,,,,,,,,,,,
71017-12,Collectable Minifigures,The LEGO Batman Movie,2017,Eraser,1,5,2.99,3.99,,,,,11.9888,8.9916,0.2032,0.00907184,3.54,2.45,1/1/2017,30/04/2017
911726-1,Star Wars,Magazine Gift,2017,Imperial Snowtrooper,1,5,,,,,,,,,,,6.06,5.5,,
402-3,System,Supplemental,1966,White Turntables (The Building Toy),,5,,,,,,,,,,,17.64,8.67,,
ISBN9780241196892-1,Books,Dorling Kindersley,2015,I Love That Minifigure!,1,5,,,,,,,,,,,,,,
270-1,System,HO 1:87 Vehicles,1958,5 Cyclists / Motorcyclists,,5,,,,,,,,,,,,130.58,,
227-1,System,Supplemental,1958,4 x 8 Curved & 2 x 8 Plates,,5,,,,,,,,,,,,21.47,,
228-1,System,Supplemental,1958,4 x 8 & 2 x 8 Plates,,5,,,,,,,,,,,,13.27,,
5002930-1,Friends,Accessories,2015,Hair Accessories,,5,,,,,,,,,,,,,,
71009-3,Collectable Minifigures,The Simpsons Series 2,2015,Lisa with Snowball II,1,5,2.49,3.99,,,,,11.9888,8.9916,0.2032,0,4.55,3.91,1/5/2015,31/08/2015
71009-11,Collectable Minifigures,The Simpsons Series 2,2015,Selma,1,5,2.49,3.99,,,,,11.9888,8.9916,0.2032,0,4.52,3.84,1/5/2015,31/08/2015
5001121-1,Promotional,Minifigure,2013,BR LEGO Minifigure,1,5,,,,,5.70201E+12,,,,,,4.33,2.66,,
1918-1,Duplo,,1983,Bird,,5,,,,,,,,,,,4.8,,,
1958-2,Duplo,,1985,Basic Model,1,5,,,,,,,,,,,,,,
1959-2,Duplo,,1985,Basic Model,1,5,,,,,,,,,,,,,,
71004-15,Collectable Minifigures,The LEGO Movie,2014,Panda Guy,1,5,2.5,2.99,,,,,8.8,1,11.7,,7.45,6.3,1/1/2014,31/12/2014
COMCON029-1,DC Comics Super Heroes,Promotional Exclusive Minifigure,2013,Black Suit Superman Minifigure (SDCC 2013 Exclusive),1,5,,,,,,,,,,,4112.36,,,
912281-1,Star Wars,Magazine Gift,2022,Clone Trooper,1,5,,,,,,,,,,,6.36,,,
ISBN9780744027266-1,Books,Dorling Kindersley,2021,"LEGO NINJAGO: Character Encyclopedia, New Edition",1,5,,19.99,,,,,,,,,,,,
71024-1,Collectable Minifigures,Disney Series 2,2019,Vintage Mickey,1,5,2.99,3.99,,3.99,5.70202E+12,6.73419E+11,,,,,4.41,3.79,,
71024-13,Collectable Minifigures,Disney Series 2,2019,Hades,1,5,2.99,3.99,,3.99,5.70202E+12,6.73419E+11,,,,,2.99,2.64,,
891958-1,Ninjago,Magazine Gift,2019,Jay,1,5,,,,,,,,,,,3.02,2.03,,
ISBN9780241363768-1,Books,Dorling Kindersley,2019,"LEGO NINJAGO: Visual Dictionary, New Edition",1,5,,,,,,,,,,,,,,
892063-1,Ninjago,Magazine Gift,2020,Nya,1,5,,,,,,,,,,,4.11,,,
8598-1,Bionicle,Accessories,2002,Kanohi Nuva and Krana Pack,,5,,2,,,,6.73419E+11,,,,,80,,,
8599-1,Bionicle,Accessories,2003,Krana-Kal,,5,,2,,,,6.73419E+11,,,,,41.14,,,
7853-1,Trains,4.5/12V,1980,"Crossing, Grey 4.5V",,5,,,,,,,,,,,11.96,15.25,,
7925-1,Clikits,,2004,Clickits Fashion Design Kit A,,5,,,,,,,,,,,,,,
7928-1,Clikits,,2004,Clickits Fashion Design Kit D,,5,,,,,,,,,,,,,,
3696-1,Explore,Together,2003,Tow-Me Truck,1,5,5.99,7,,,,,,,,,,10.59,,
1406-1,Duplo,,2001,Nursing the Baby,1,5,2.99,,,,,,,,,,5.4,5.05,,
2073-1,Duplo,Baby,1989,Baby Gift Pack,,5,,,,,,,,,,,,,,
2717-1,Duplo,Trains,1984,Train Bridge,,5,,9,,,,,,,,,,13.33,,
2815-1,Duplo,,1998,Bike Ride,1,5,,5,,,,,,,,,12.39,8.41,,
7917-1,Sports,Basketball,2004,"Basketball Player, Blue",1,5,,,,,,,,,,,4.5,6,,
7320-1,Space,Life On Mars,2001,Vega,1,5,,,,,,,,,,,10.4,7.56,,
7323-1,Space,Life On Mars,2001,Guard,1,5,,,,,,,,,,,7,12.95,,
8559-1,Bionicle,Accessories,2002,Krana,,5,1.49,,,,,,,,,,,23.52,,
8748-1,Bionicle,Accessories,2005,Rhotuka Spinners,,5,1.49,2,,,5.70201E+12,6.73419E+11,9.6,7.2,4.8,0.02,5.03,3.55,,
4658-1,Duplo,LEGO Ville,2005,Farm Animals,,5,1.99,,,,,,,,,,,,,
5811-1,Belville,Fairy-Tale,1999,Prince Justin,1,5,,7,,,,,,,,,15.84,8.75,,
2637-1,Duplo,,1987,Fire Engine,1,5,,15.5,,,,,,,,,,6.4,,
2650-2,Duplo,,1989,Cannon Ball Clowns,2,5,,,,,,,,,,,,23.82,,
2682-1,Duplo,,1994,Ambulance,3,5,,13,,,,,,,,,100.45,8.43,,
4053-1,Studios,,2001,Cameraman,1,5,,,,,,,,,,,5.77,11.57,,
3929-1,Promotional,Minifigure,2002,Biff Starling Astrobot Minifigure,1,5,,0,,,,,,,,,33.37,,,
5998-1,Castle,Knights' Kingdom II,2005,Vladek,1,5,,,,,,6.73419E+11,,,,0.01,8.31,3.86,,
COMCON013-1,DC Comics Super Heroes,Promotional Exclusive Minifigure,2011,Green Lantern (SDCC 2011 exclusive),1,5,,,,,,,,,,,675,304.45,,
1600-1,Duplo,,1982,Pampers Gift Pack,1,5,,,,,,,,,,,,3.07,,
2853590-1,Star Wars,Minifig Pack,2010,Chrome Stormtrooper,1,5,,2.99,,,,6.73419E+11,,,,,157.14,95,,
71018-1,Collectable Minifigures,Series 17,2017,Professional Surfer,1,5,,3.99,,,5.70202E+12,6.73419E+11,11.9888,8.9916,0.2032,0.00907184,4.8,4.19,1/5/2017,31/07/2017
891620-1,Ninjago,Magazine Gift,2016,Nya,1,5,,,,,,,,,,,3.69,,,
40308-1,Promotional,LEGO brand stores,2017,Lester,1,5,5.99,,,,5.70202E+12,,,,,,9.69,8.66,,
71020-5,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,Mermaid Batman,1,5,,3.99,,,,,12,9,0.2,,5.2,3.97,1/1/2018,31/03/2018
71021-15,Collectable Minifigures,Series 18,2018,Cowboy Costume Guy,1,5,,3.99,,,,,12,9,0.2,,4.74,3.53,1/4/2018,31/07/2018
1242D-1,System,Supplemental,1957,5 Danish Flags,,5,,,,,,,,,,,,,,
061-1,Samsonite,Supplemental,1966,5 - 10X20 base plates - Green,,5,,1,,,,,16.5,4.9,7.9,,,,,
216-1,System,Supplemental,1958,2 x 10 Bricks,,5,,,,,,,6.3,8.9,2.5,,,16.29,,
235-1,System,Supplemental,1958,Garage Plate and Door (White Base and Door Frame),,5,,,,,,,14,6.5,3,,,27.74,,
ISBN9780241195819-1,Books,Dorling Kindersley,2015,"LEGO Star Wars: Character Encyclopedia, Updated and Expanded",1,5,14.99,18.99,,,,,,,,,,,,
71010-12,Collectable Minifigures,Series 14 - Monsters,2015,Monster Rocker,1,5,2.49,3.99,,,,,12,9,0.2,,3.87,2.98,1/9/2015,31/12/2015
5002125-1,Marvel Super Heroes,Promotional,2014,Electro,1,5,,,,,,6.73419E+11,,,,,15.49,12.99,,
71009-5,Collectable Minifigures,The Simpsons Series 2,2015,Bartman,1,5,2.49,3.99,,,,,11.9888,8.9916,0.2032,0,3.83,2.88,1/5/2015,31/08/2015
71009-7,Collectable Minifigures,The Simpsons Series 2,2015,Comic Book Guy,1,5,2.49,3.99,,,,,11.9888,8.9916,0.2032,0,6.73,5.34,1/5/2015,31/08/2015
5001623-1,DC Comics Super Heroes,DC Extended Universe,2013,Jor-El,1,5,,,,,,6.73419E+11,,,,,11.94,6.75,,
71004-10,Collectable Minifigures,The LEGO Movie,2014,Larry the Barista,1,5,2.5,2.99,,,,,8.8,1,11.7,,6.75,5.03,1/1/2014,31/12/2014
71005-11,Collectable Minifigures,The Simpsons,2014,Apu Nahasapeemapetilon,1,5,2.5,3.99,,,,,8.8,1,11.7,,7.02,5.74,1/5/2014,31/12/2014
71005-13,Collectable Minifigures,The Simpsons,2014,Itchy,1,5,2.5,3.99,,,,,8.8,1,11.7,,5.02,4.43,1/5/2014,31/12/2014
FANDOME2020-1,DC Comics Super Heroes,Promotional Exclusive Minifigure,2020,Supergirl,1,5,,,,,,,,,,,,,,
MCALLEN-1,Promotional,LEGO Brand Store Opening Set,2018,"Mc Allen, Texas Grand Opening Set",,5,,,,,,,,,,,,,,
SDCC2018-1,Marvel Super Heroes,Promotional,2018,Sheriff Deadpool,1,5,,,,,,,,,,,,,,
211903-1,DC Comics Super Heroes,Magazine Gift,2019,Superman,1,5,,,,,,,,,,,4.77,3.38,,
71034-7,Collectable Minifigures,Series 23,2022,Popcorn Costume,1,5,3.49,4.99,,3.99,,,,,,,,,,
71033-3,Collectable Minifigures,The Muppets,2022,Beaker,1,5,3.49,4.99,,3.99,,,,,,,5.19,4.08,,
212114-1,DC Comics Super Heroes,Magazine Gift,2021,Robin,1,5,,,,,,,,,,,4.33,,,
71030-1,Collectable Minifigures,Looney Tunes,2021,Lola Bunny,1,5,,4.99,,3.99,5.70202E+12,6.73419E+11,9.5,15,0.7,,4.22,3.44,26/04/2021,31/08/2021
7321-1,Space,Life On Mars,2001,Mizar,1,5,,,,,,,,,,,5.58,12.95,,
COMCON021-1,Marvel Super Heroes,Promotional,2012,Phoenix (SDCC 2012 exclusive),1,5,,,,,,,,,,,900,,,
COMCON008-1,Star Wars,Promotional,2009,Collectable Display Set 3,3,5,,49.99,,,,,,,,,800,300,,
5090-1,Service Packs,Duplo,1996,"Duplo Family, Asian",6,5,,12,,,,,,,,,100,,,
5029-1,Service Packs,Duplo,1996,"Duplo Family, Caucasian",6,5,,12,,,,,,,,,22.75,,,
5433-1,Explore,Being Me,2002,Stacking Tower,,5,6.99,8,,,,,,,,,,5.26,,
5822-1,Belville,,1997,Jennifer and Foal,1,5,,,,,,,,,,,37.56,13.53,,
8300-1,Technic,,2000,LEGO Technic Guys,2,5,,11,,,,,,,,,79.27,21.46,,
2858-1,Belville,,1999,Girl with Two Cats,1,5,,,,,,,,,,,14.24,18.22,,
2627-1,Duplo,,1980,Pony Trailer,1,5,,,,,,,,,,,,11.55,,
3789-1,Fabuland,,1984,Constable Clarke,1,5,,,,,,,,,,,38.92,8.73,,
3161-1,Baby,,2001,Soft Stacking Hen,,5,12.99,10,,,,,,,,,26.82,,,
71028-5,Collectable Minifigures,Harry Potter Series 2,2020,Luna Lovegood,1,5,,4.99,,,5.70202E+12,6.73419E+11,9.5,15,0.7,0.01,4.47,3.71,,
471905-1,The LEGO Movie 2,Magazine Gift,2019,Emmet with Tools,1,5,,,,,,,,,,,2.89,2,,
71020-18,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,Doctor Phosphorus,1,5,,3.99,,,,,12,9,0.2,,4.65,3.76,1/1/2018,31/03/2018
71033-5,Collectable Minifigures,The Muppets,2022,Kermit the Frog,1,5,3.49,4.99,,3.99,,,,,,,7.63,6.68,,
71010-1,Collectable Minifigures,Series 14 - Monsters,2015,Wolf Guy,1,5,2.49,3.99,,,5.70202E+12,6.73419E+11,12,9,0.2,,7.21,5.24,1/9/2015,31/12/2015
71010-3,Collectable Minifigures,Series 14 - Monsters,2015,Monster Scientist,1,5,2.49,3.99,,,,,12,9,0.2,,3.95,3.02,1/9/2015,31/12/2015
71010-10,Collectable Minifigures,Series 14 - Monsters,2015,Gargoyle,1,5,2.49,3.99,,,,,12,9,0.2,,5.92,4.76,1/9/2015,31/12/2015
ISBN9781465422996-1,Books,Dorling Kindersley,2014,LEGO NINJAGO: The Visual Dictionary,1,5,,,,,,,,,,,,,,
71005-9,Collectable Minifigures,The Simpsons,2014,Milhouse Van Houten,1,5,2.5,3.99,,,,,8.8,1,11.7,,6.66,6.1,1/5/2014,31/12/2014
71001-13,Collectable Minifigures,Series 10,2013,Baseball Fielder,1,5,1.99,2.99,,,5.70201E+12,6.73419E+11,8.8,1,11.7,,8.74,3.64,1/5/2013,31/08/2013
5001621-1,Star Wars,Episode V,2013,Han Solo (Hoth),1,5,,,,,,6.73419E+11,,,,,8.45,5.7,,
71001-2,Collectable Minifigures,Series 10,2013,Medusa,1,5,1.99,2.99,,,5.70201E+12,6.73419E+11,8.8,1,11.7,,25.96,16.88,1/5/2013,31/08/2013
71011-7,Collectable Minifigures,Series 15,2016,Faun,1,5,2.49,3.99,,,,6.73419E+11,11.9888,8.9916,0.2032,0.00908,5.63,4.98,1/1/2016,30/04/2016
417-3,System,Supplemental,1966,Cornerbricks (The Building Toy),,5,,,,,,,,,,,,11.24,,
5004409-1,Bionicle,Promotional,2016,Accessory pack,,5,,,,,,,,,,,24.47,,,
71012-16,Collectable Minifigures,Disney,2016,Captain Hook,1,5,2.49,3.99,,,,6.73419E+11,12.0142,8.9916,0.2032,0.01362,11.78,7.77,1/5/2016,31/08/2016
71012-11,Collectable Minifigures,Disney,2016,Minnie Mouse,1,5,2.49,3.99,,,,6.73419E+11,12.0142,8.9916,0.2032,0.01362,12.09,8.73,1/5/2016,31/08/2016
063-1,Samsonite,Supplemental,1966,5 - 10X20 base plates - Blue,,5,,1,,,,,16.5,4.9,7.9,,,,,
5004408-1,Star Wars,Rebels,2016,Rebel A-wing Pilot,1,5,,,,0.01,,6.73419E+11,,,,,5.22,3.99,,
891616-1,Ninjago,Magazine Gift,2016,Bucko ,1,5,,,,,,,,,,,3.53,1.72,,
71017-8,Collectable Minifigures,The LEGO Batman Movie,2017,Arkham Asylum Joker,1,5,2.99,3.99,,,,,11.9888,8.9916,0.2032,0.00907184,4.89,3.26,1/1/2017,30/04/2017
71018-5,Collectable Minifigures,Series 17,2017,Veterinarian,1,5,,3.99,,,,,11.9888,8.9916,0.2032,0.00907184,8.81,5.55,1/5/2017,31/07/2017
